first_name,second_name,Position,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,team_id,team_name,team_rank
Joel,Matip,1,1,2,42,690,5,42.4,179,84,5,194,30.6,3,0,2,0.4,54,10,Liverpool,3
Xherdan,Shaqiri,2,0,2,26,548,7,294.2,95.2,86,1,127,47.6,2,0,2,0.1,64,10,Liverpool,3
Alex,Oxlade-Chamberlain,2,1,1,21,243,6,32.9,70.8,68,0,58,17.1,0,0,0,0.1,63,10,Liverpool,3
Roberto,Firmino,3,9,8,141,2837,39,643.2,729.4,1415,15,615,278.8,10,0,2,5.7,91,10,Liverpool,3
Virgil,van Dijk,1,1,0,15,370,11,4.8,82.4,66,1,73,15.3,1,0,1,6.2,62,10,Liverpool,3
Sadio,Mané,2,11,11,176,2808,28,809.7,808.8,1535,14,513,315.5,12,0,3,8.2,118,10,Liverpool,3
Alisson,Ramses Becker,0,1,0,140,2970,32,0.1,776.4,17,13,660,79.4,10,0,1,8.3,60,10,Liverpool,3
Fabio Henrique,Tavares,2,0,2,71,2566,29,106.8,460.4,75,2,421,64.6,11,0,6,0.9,54,10,Liverpool,3
Mohamed,Salah,2,22,6,231,3077,41,825.7,1056,1980,21,657,385.8,11,0,0,43.6,129,10,Liverpool,3
Andrew,Robertson,1,1,8,161,3384,42,1129.3,754.4,359,19,834,224.5,12,0,2,16.5,73,10,Liverpool,3
Divock,Origi,3,0,0,10,180,0,33.2,17.8,60,0,23,11.1,1,0,0,0.6,51,10,Liverpool,3
Harry,Wilson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,Liverpool,3
Trent,Alexander-Arnold,1,2,8,160,3029,40,1238.8,789.6,529,26,761,255.7,10,0,2,27.1,78,10,Liverpool,3
Joseph,Gomez,1,0,0,10,589,14,18.1,106.8,0,0,94,12.5,0,0,0,1,52,10,Liverpool,3
Naby,Keita,2,0,0,15,517,8,100.5,70.6,119,0,78,29,2,0,1,0.2,52,10,Liverpool,3
Curtis,Jones,2,1,2,50,1169,14,233.4,224.6,289,0,226,74.8,5,0,2,0.6,44,10,Liverpool,3
Neco,Williams,1,0,0,11,247,1,47.8,42,34,0,51,12.2,1,0,1,4.1,38,10,Liverpool,3
Harvey,Elliott,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,10,Liverpool,3
Diogo,Jota,2,9,0,86,1106,15,188.3,387.4,680,9,228,125.7,4,0,2,5.7,69,10,Liverpool,3
Thiago,Alcántara do Nascimento,2,1,0,55,1851,18,460.3,378.8,178,1,331,101.9,8,0,4,1.2,55,10,Liverpool,3
Caoimhin,Kelleher,0,0,0,10,180,1,0,57.8,0,0,41,5.8,1,0,0,0.1,45,10,Liverpool,3
Nathaniel,Phillips,1,1,1,68,1455,11,90.6,376.4,132,1,325,60.1,7,0,2,4.7,42,10,Liverpool,3
Rhys,Williams,1,0,0,28,659,6,29.8,111.6,62,1,135,20.4,3,0,0,0.3,40,10,Liverpool,3
Leighton,Clarkson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,Liverpool,3
Jake,Cain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,Liverpool,3
Ozan,Kabak,1,0,0,26,801,9,17.2,131,19,1,150,16.7,3,0,3,0.4,50,10,Liverpool,3
Ben,Davies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,Liverpool,3
Liam,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,Liverpool,3
Jakub,Ojrzynski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,Liverpool,3
Ben,Woodburn,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,Liverpool,3
Billy,Koumetio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,Liverpool,3
Fernando,Luiz Rosa,1,0,2,65,1182,10,220.8,248.6,106,8,303,57.6,7,0,6,0.7,54,11,Man City,1
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,Man City,1
Sergio,Agüero,3,4,1,38,554,4,102.2,200.6,326,3,155,62.2,4,0,0,1.6,103,11,Man City,1
Nicolás,Otamendi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,49,11,Man City,1
Kyle,Walker,1,1,1,91,1944,20,200.9,332.2,88,7,410,62.1,9,0,1,4.9,61,11,Man City,1
Ilkay,Gündogan,2,13,4,157,2025,16,688.4,754.6,712,22,620,215.7,12,0,1,17.1,55,11,Man City,1
Kevin,De Bruyne,2,6,12,141,1995,17,1170.1,760.8,914,19,566,284.7,12,0,1,11.9,118,11,Man City,1
John,Stones,1,4,0,128,1933,12,79.8,520,192,11,531,79,14,1,0,9.7,51,11,Man City,1
Benjamin,Mendy,1,2,1,63,951,10,117.1,179.8,89,8,222,38.4,5,0,2,1.7,59,11,Man City,1
Riyad,Mahrez,2,9,8,145,1945,22,693.6,606,893,15,505,219.1,11,0,0,6.4,81,11,Man City,1
Raheem,Sterling,2,10,9,154,2534,23,584.1,663.4,1366,10,458,260.3,14,0,4,4.3,109,11,Man City,1
João Pedro Cavaco,Cancelo,1,2,4,138,2298,21,673,569.8,394,18,610,163.7,14,1,5,10.6,58,11,Man City,1
Ederson,Santana de Moraes,0,0,1,160,3240,28,10,586,0,3,696,59.6,19,0,3,9.4,61,11,Man City,1
Nathan,Aké,1,1,0,29,797,13,46.9,156,44,1,150,24.7,3,0,4,2.4,54,11,Man City,1
Aymeric,Laporte,1,0,0,58,1343,10,78,233.4,85,4,286,39.6,7,0,1,2.3,60,11,Man City,1
Bernardo Mota,Veiga de Carvalho e Silva,2,2,7,94,2063,18,476.2,399.6,463,9,413,134.1,11,0,5,1.1,74,11,Man City,1
Gabriel Fernando,de Jesus,3,9,5,115,2056,17,467.5,501,931,16,453,190,11,0,2,2.5,91,11,Man City,1
Oleksandr,Zinchenko,1,0,0,69,1473,14,295.7,272,134,5,353,70.3,8,0,0,0.6,55,11,Man City,1
Phil,Foden,2,9,8,135,1607,16,545.8,580.8,734,17,479,186,6,0,0,9.8,61,11,Man City,1
Tommy,Doyle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,11,Man City,1
Rodrigo,Hernandez,2,2,2,91,2747,27,546.3,640.6,335,5,531,152.4,13,0,6,0.4,53,11,Man City,1
Ferran,Torres,2,7,4,95,1297,13,276.4,352.2,543,4,265,117,7,0,1,3.6,70,11,Man City,1
Eric,Garcia,1,0,0,6,380,12,26.4,67.6,5,0,64,9.8,0,0,0,0.2,47,11,Man City,1
Adrián,Bernabé,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,Man City,1
Zack,Steffen,0,0,0,2,90,1,0,9.6,0,0,8,1,0,0,0,0.1,44,11,Man City,1
Liam,Delap,3,0,0,1,39,4,0.3,0,4,0,0,0.2,0,0,0,0.9,42,11,Man City,1
Cole,Palmer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,Man City,1
Rúben Santos,Gato Alves Dias,1,1,1,142,2843,21,91,651.6,218,12,656,96.3,17,0,4,19.9,59,11,Man City,1
James,Trafford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,11,Man City,1
Scott,Carson,0,0,0,7,90,3,0,37.4,0,1,27,3.7,0,0,0,0.4,39,11,Man City,1
Felix,Nmecha,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,Man City,1
Luke,Mbete,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,Man City,1
Taylor,Harwood-Bellis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,Man City,1
Claudio,Gomes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,Man City,1
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,12,Man Utd,2
Juan,Mata,2,1,3,32,507,6,132.8,108.4,86,3,126,32.7,1,0,0,0.1,58,12,Man Utd,2
David,de Gea,0,0,0,91,2295,32,0,464.2,0,4,416,46.4,9,0,0,3.3,53,12,Man Utd,2
Chris,Smalling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,12,Man Utd,2
Odion,Ighalo,3,0,0,1,9,1,0.1,0,2,0,1,0.2,0,0,0,0.2,61,12,Man Utd,2
Marcos,Rojo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,Man Utd,2
Nemanja,Matic,2,0,1,36,1101,18,149,218.4,80,0,223,44.7,4,0,2,0.2,47,12,Man Utd,2
Paul,Pogba,2,3,6,92,1892,26,376,451.4,401,11,355,122.5,5,0,3,1.9,76,12,Man Utd,2
Phil,Jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,Man Utd,2
Harry,Maguire,1,2,2,124,3047,36,133.6,701.4,428,8,632,126.3,13,0,11,4.3,55,12,Man Utd,2
Frederico,Rodrigues de Paula Santos,2,1,0,69,2389,25,395.6,482.6,200,1,404,108,12,0,5,0.2,53,12,Man Utd,2
Luke,Shaw,1,1,5,124,2653,33,1085.9,596,243,22,640,192.8,10,0,8,17.3,55,12,Man Utd,2
Bruno Miguel,Borges Fernandes,2,18,14,244,3101,36,1414.9,1292.6,1253,36,870,396.2,13,0,6,48.7,113,12,Man Utd,2
Anthony,Martial,3,4,7,75,1477,23,265.4,297.6,709,3,238,126.8,4,1,0,3.2,86,12,Man Utd,2
Andreas,Pereira,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,Man Utd,2
Dean,Henderson,0,0,0,44,1125,12,0,275.4,0,1,218,27.5,4,0,3,2.1,52,12,Man Utd,2
Marcus,Rashford,2,11,11,174,2917,39,682.1,793.2,1127,9,535,260.3,12,0,4,10.2,96,12,Man Utd,2
Axel,Tuanzebe,1,0,0,7,402,8,6,95,0,0,59,10,0,0,2,0.1,41,12,Man Utd,2
Victor,Lindelöf,1,1,1,102,2585,30,102.6,503,56,3,527,66.4,10,0,0,1.9,48,12,Man Utd,2
Scott,McTominay,2,4,2,91,2124,25,270.5,523.2,314,4,413,110.9,9,0,3,0.8,49,12,Man Utd,2
Eric,Bailly,1,0,0,31,915,17,8.3,175.6,26,6,178,21.1,3,0,3,0.3,48,12,Man Utd,2
Daniel,James,2,3,1,43,907,7,145.7,186,285,1,145,61.5,4,0,3,0.2,62,12,Man Utd,2
Timothy,Fosu-Mensah,1,0,0,0,80,2,30.5,17.8,16,0,17,6.4,0,0,1,0.1,43,12,Man Utd,2
Aaron,Wan-Bissaka,1,2,5,144,3060,36,498.2,785.4,159,11,729,144.1,13,0,3,18.8,58,12,Man Utd,2
José Diogo,Dalot Teixeira,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,Man Utd,2
Mason,Greenwood,2,7,2,106,1813,23,278.7,370.8,881,9,318,152.7,7,0,2,10.7,73,12,Man Utd,2
Tahith,Chong,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,Man Utd,2
James,Garner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,Man Utd,2
Brandon,Williams,1,0,0,5,187,3,19.4,26.6,19,0,26,6.5,0,0,0,0.5,42,12,Man Utd,2
Teden,Mengi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,39,12,Man Utd,2
Donny,van de Beek,2,1,2,32,511,12,58.4,117,70,0,133,24.5,0,0,1,1.3,66,12,Man Utd,2
Alex Nicolao,Telles,1,0,2,25,689,11,200.7,168.6,33,3,149,40.1,1,0,0,0.5,53,12,Man Utd,2
Edinson,Cavani,3,10,4,99,1364,18,203.3,443.4,513,14,367,115,4,0,4,6.9,80,12,Man Utd,2
Facundo,Pellistri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,Man Utd,2
Lee,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,12,Man Utd,2
Amad,Diallo,2,0,1,8,165,3,31.2,38,9,0,34,7.8,0,0,0,0,54,12,Man Utd,2
Shola,Shoretire,2,0,0,2,9,0,1.1,0.2,0,0,6,0.1,0,0,0,0,44,12,Man Utd,2
Nathan,Bishop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,Man Utd,2
Anthony,Elanga,2,1,0,11,155,2,19.7,51.6,29,2,32,10,0,0,0,0,45,12,Man Utd,2
Hannibal,Mejbri,2,0,0,1,8,0,0,1.2,0,0,2,0.1,0,0,0,0,45,12,Man Utd,2
William,Fish,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,40,12,Man Utd,2
Joseph,Willock,2,8,0,79,1210,18,137.2,436.6,401,5,254,97.3,4,0,1,4.1,49,13,Newcastle Utd,12
Andy,Carroll,3,1,1,30,380,8,37.1,64,187,3,78,27.7,1,0,1,0.3,51,13,Newcastle Utd,12
Jonjo,Shelvey,2,1,3,74,2616,46,522.1,474.2,299,2,377,129.6,6,0,7,0.2,53,13,Newcastle Utd,12
Matt,Ritchie,2,0,5,52,1347,22,411.9,225.8,101,5,226,73.8,3,0,2,0.1,49,13,Newcastle Utd,12
Federico,Fernández,1,0,0,53,2080,38,91.3,522,64,6,376,67.5,5,0,4,0.6,47,13,Newcastle Utd,12
Ciaran,Clark,1,1,0,46,1890,35,29.8,402.6,105,2,291,53.9,3,0,3,0.2,45,13,Newcastle Utd,12
Karl,Darlow,0,0,0,80,2250,43,0,682.4,0,6,450,68.3,4,0,3,1.1,49,13,Newcastle Utd,12
Martin,Dubravka,0,0,0,48,1170,19,0,346.8,0,6,255,34.6,3,0,0,0.6,48,13,Newcastle Utd,12
Florian,Lejeune,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,Newcastle Utd,12
Jamaal,Lascelles,1,2,0,44,1625,32,38.1,345.2,161,3,229,54.7,2,0,4,0.8,42,13,Newcastle Utd,12
Dwight,Gayle,3,1,1,31,501,9,89.4,79.6,263,3,79,42.4,0,0,0,0.1,59,13,Newcastle Utd,12
Christian,Atsu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,Newcastle Utd,12
Paul,Dummett,1,1,0,40,1254,20,68.1,274.4,45,2,204,38.8,3,0,2,0.1,44,13,Newcastle Utd,12
Javier,Manquillo,1,0,0,28,822,15,93.5,109.8,18,0,136,22.2,3,0,1,0.2,42,13,Newcastle Utd,12
Emil,Krafth,1,1,1,45,1286,27,87.7,240.4,88,0,222,41.6,5,0,4,0.2,42,13,Newcastle Utd,12
Fabian,Schär,1,1,0,30,1255,21,9,251,116,1,160,37.6,2,1,4,0.1,48,13,Newcastle Utd,12
DeAndre,Yedlin,1,0,0,13,435,6,41.8,58.6,20,0,68,12,1,0,0,0.2,43,13,Newcastle Utd,12
Isaac,Hayden,2,0,0,40,1942,33,117.7,278,155,0,211,55.3,4,0,8,0,46,13,Newcastle Utd,12
Rolando,Aarons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,Newcastle Utd,12
Allan,Saint-Maximin,2,3,5,85,1554,26,394.2,376,418,5,278,118.9,7,0,0,3.1,52,13,Newcastle Utd,12
Miguel,Almirón,2,4,2,97,2426,48,447.3,452.6,425,8,367,132.6,5,0,3,0.5,56,13,Newcastle Utd,12
Joelinton Cássio,Apolinário de Lira,3,4,2,74,1979,36,250.1,357,612,5,258,122.2,3,0,3,0.5,57,13,Newcastle Utd,12
Yoshinori,Muto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,13,Newcastle Utd,12
Kelland,Watts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,13,Newcastle Utd,12
Sean,Longstaff,2,0,1,41,1405,26,182.8,179.2,148,1,168,50.8,2,0,2,0.1,46,13,Newcastle Utd,12
Jeff,Hendrick,2,2,1,52,1418,24,99,211.4,95,3,177,40.3,3,1,1,1.2,45,13,Newcastle Utd,12
Matthew,Longstaff,2,0,0,10,376,8,35.6,32.6,2,0,47,7,1,0,0,0,48,13,Newcastle Utd,12
Mark,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,13,Newcastle Utd,12
Jacob,Murphy,2,2,3,69,1617,33,280.8,363.4,289,7,252,93.2,3,0,3,0.1,49,13,Newcastle Utd,12
Callum,Wilson,3,12,6,134,2081,37,230.4,557.4,761,22,409,154.7,5,0,2,5.1,65,13,Newcastle Utd,12
Ryan,Fraser,2,0,4,39,922,18,395,142.8,165,0,154,70.1,4,1,0,0.2,56,13,Newcastle Utd,12
Jamal,Lewis,1,0,1,44,1833,37,224.8,272.6,47,3,261,54.2,3,0,4,1.1,40,13,Newcastle Utd,12
Elliot,Anderson,2,0,0,1,3,0,0.3,0,2,0,3,0.2,0,0,0,0,45,13,Newcastle Utd,12
Daniel,Langley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,13,Newcastle Utd,12
Rhian,Brewster,3,0,0,34,1113,16,157.2,66.8,255,0,87,47.3,2,0,1,5,42,15,Sheffield Utd,20
Billy,Sharp,3,3,0,39,725,15,68.1,121.2,162,6,101,34.9,0,0,1,0.1,55,15,Sheffield Utd,20
David,McGoldrick,3,8,1,100,2391,37,320.2,464.4,860,12,344,164.6,9,0,7,1.3,52,15,Sheffield Utd,20
Chris,Basham,1,0,1,51,2576,51,202.3,513.6,160,2,408,87.6,2,0,5,0.5,46,15,Sheffield Utd,20
John,Fleck,2,0,3,70,2573,47,530.8,351,154,1,353,103.7,5,0,4,0.1,56,15,Sheffield Utd,20
Enda,Stevens,1,0,1,56,2700,54,294.5,443.4,198,2,361,93.6,4,0,6,0.8,50,15,Sheffield Utd,20
Simon,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,15,Sheffield Utd,20
Oliver,Norwood,2,0,0,54,2214,43,516,415.8,57,0,355,99.1,5,0,6,0.1,45,15,Sheffield Utd,20
Wes,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,15,Sheffield Utd,20
George,Baldock,1,0,2,63,2787,51,310.7,351.4,234,2,347,89.7,4,0,7,0.8,49,15,Sheffield Utd,20
Jack,Robinson,1,0,2,32,875,11,27.7,148.2,46,3,149,22.2,2,0,3,0.1,42,15,Sheffield Utd,20
John,Egan,1,0,1,57,2628,48,50.9,544.6,150,4,410,74.5,4,1,7,1.6,47,15,Sheffield Utd,20
Jack,O'Connell,1,0,0,3,180,3,2.5,40.2,0,0,19,4.3,0,0,0,0.1,47,15,Sheffield Utd,20
John,Lundstram,2,0,2,48,2027,41,346.9,245.4,206,2,244,79.3,3,1,8,1.3,48,15,Sheffield Utd,20
Ben,Osborn,2,1,0,51,1599,29,325.6,263.4,171,3,246,76.3,4,0,1,0,47,15,Sheffield Utd,20
Oliver,McBurnie,3,1,2,44,1316,27,207.8,182.6,444,2,101,83.1,0,0,2,0.2,56,15,Sheffield Utd,20
Lys,Mousset,3,0,0,13,287,10,35,14.2,53,0,14,9.7,0,0,0,0.1,58,15,Sheffield Utd,20
Sander,Berge,2,1,1,31,1119,23,181.7,178,138,1,152,49.8,0,0,4,0.1,49,15,Sheffield Utd,20
Oliver,Burke,2,1,2,46,1260,21,191.8,113.8,364,0,114,65.9,1,0,2,1.9,41,15,Sheffield Utd,20
Luke,Freeman,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,Sheffield Utd,20
Aaron,Ramsdale,0,0,0,123,3420,63,20,1023,4,12,685,104.7,5,0,1,2,46,15,Sheffield Utd,20
Ethan,Ampadu,1,0,0,44,2087,41,189.6,458,51,4,341,70.1,2,0,3,0.4,43,15,Sheffield Utd,20
Jayden,Bogle,1,2,0,39,1107,20,72.7,217.6,278,0,151,57,2,0,2,0.1,43,15,Sheffield Utd,20
Max,Lowe,1,0,0,9,549,10,39.8,99.2,45,0,49,18.4,0,0,1,0,42,15,Sheffield Utd,20
Phil,Jagielka,1,0,0,5,524,12,1.9,70.6,2,0,53,7.5,0,1,1,0.5,39,15,Sheffield Utd,20
Michael,Verrips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,15,Sheffield Utd,20
Kean,Bryan,1,1,0,29,1003,17,57.5,220.4,49,0,149,32.7,2,0,1,0.5,39,15,Sheffield Utd,20
Antwoine,Hackford,3,0,0,1,10,0,0.1,0,18,0,3,1.8,0,0,0,0.1,44,15,Sheffield Utd,20
Kyron,Gordon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,Sheffield Utd,20
Iliman,Ndiaye,2,0,0,1,11,1,0.3,2.2,0,0,5,0.3,0,0,0,0,45,15,Sheffield Utd,20
Zak,Brunt,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,Sheffield Utd,20
Frankie,Maguire,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,Sheffield Utd,20
Daniel,Jebbison,3,1,0,12,283,2,15.1,52.4,66,1,38,13.1,2,0,0,0.2,45,15,Sheffield Utd,20
Harry,Boyes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,Sheffield Utd,20
Femi,Seriki,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,15,Sheffield Utd,20
William,Osula,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,Sheffield Utd,20
