first_name,second_name,Position,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,team_id,team_name,team_rank
Theo,Walcott,2,3,4,76,1629,28,248,269.8,366,2,185,88,5,0,0,0.3,58,16,Southampton,15
Takumi,Minamino,2,3,0,48,999,18,92.3,168.2,281,2,153,54,2,0,1,0.3,60,16,Southampton,15
Shane,Long,3,0,0,12,201,6,6.4,9.8,19,0,21,3.4,1,0,0,0.4,51,16,Southampton,15
Ryan,Bertrand,1,0,2,78,2598,51,271.8,306.8,135,4,404,71.4,8,0,5,0.7,50,16,Southampton,15
Alex,McCarthy,0,0,0,94,2700,57,0,741.2,0,8,527,74,7,0,2,10.9,44,16,Southampton,15
Oriol,Romeu Vidal,2,1,1,52,1762,25,229.1,349.2,98,4,264,67.6,6,0,6,1.4,45,16,Southampton,15
Nathan,Redmond,2,2,3,67,1727,39,400.4,297,477,3,243,117.1,1,0,1,0.2,64,16,Southampton,15
Danny,Ings,3,12,4,131,2172,40,300.7,634.6,866,21,464,178.4,6,0,1,6.6,84,16,Southampton,15
Jack,Stephens,1,0,0,41,1537,39,85.6,351,104,6,288,54.2,4,0,2,0.2,46,16,Southampton,15
Stuart,Armstrong,2,4,7,115,2764,56,496.7,541.2,457,4,455,149.4,8,0,3,0.5,55,16,Southampton,15
Jannik,Vestergaard,1,3,1,86,2574,47,102.1,671.8,294,4,494,106.7,6,1,3,2.8,47,16,Southampton,15
James,Ward-Prowse,2,8,7,156,3420,68,971.2,940,355,17,772,226.5,9,0,5,11.7,59,16,Southampton,15
Angus,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,16,Southampton,15
Sofiane,Boufal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,Southampton,15
Josh,Sims,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,16,Southampton,15
Kyle,Walker-Peters,1,0,3,93,2646,41,262.2,497.6,316,7,498,107.5,9,0,4,4.2,47,16,Southampton,15
Jan,Bednarek,1,1,1,94,3100,62,75,692,164,11,584,93.1,9,1,5,4.6,47,16,Southampton,15
Che,Adams,3,9,7,137,2662,51,488.6,581.8,964,16,443,203.4,7,0,1,4.1,57,16,Southampton,15
Yan,Valery,1,0,0,3,101,4,22.1,26,12,0,12,6,0,0,0,0,47,16,Southampton,15
William,Smallbone,2,0,0,5,171,5,7.4,16.8,9,0,17,3.3,0,0,0,0.1,43,16,Southampton,15
Jake,Vokins,1,0,0,1,66,2,14.8,1.8,0,0,5,1.7,0,0,0,0.8,39,16,Southampton,15
Michael,Obafemi,3,0,0,4,57,2,10.8,5.6,4,0,12,2,0,0,0,0.7,46,16,Southampton,15
Moussa,Djenepo,2,1,2,46,1229,27,97.7,178,170,0,140,44.1,3,0,5,0.1,54,16,Southampton,15
Mohammed,Salisu,1,0,0,14,841,19,29.9,188.2,34,0,119,25.4,0,0,1,0.1,43,16,Southampton,15
Fraser,Forster,0,0,0,30,720,11,0,191,0,0,147,19.1,2,0,0,7,40,16,Southampton,15
Nathan,Tella,2,1,2,36,735,11,86,94.6,203,2,76,38.2,2,0,2,0.4,43,16,Southampton,15
Ibrahima,Diallo,2,0,0,31,1010,22,143.2,120.4,66,0,132,32.9,3,0,3,0,45,16,Southampton,15
Daniel,N'Lundulu,3,0,0,13,102,1,12.2,3.2,16,0,32,3.1,0,0,0,0.2,45,16,Southampton,15
Kayne,Ramsay,1,0,0,-3,90,9,0,13.2,0,0,5,1.3,0,0,1,0.1,40,16,Southampton,15
Kgaogelo,Chauke,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,Southampton,15
Harry,Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16,Southampton,15
Will,Ferry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,Southampton,15
Allan,Tchaptchet,1,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,40,16,Southampton,15
Caleb,Watts,2,0,0,2,36,0,4.4,5.4,0,0,6,0.9,0,0,1,0,45,16,Southampton,15
Alexandre,Jankewitz,2,0,0,-1,2,9,0.3,4.4,0,0,-4,0.5,0,1,0,0,45,16,Southampton,15
Ryan,Finnigan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,Southampton,15
Hugo,Lloris,0,0,0,149,3420,45,0,868,0,13,702,86.7,12,0,0,6.6,56,17,Spurs,7
Danny,Rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,17,Spurs,7
Moussa,Sissoko,2,0,0,44,1576,22,94.5,182.2,69,2,214,34.6,5,0,3,0.4,47,17,Spurs,7
Toby,Alderweireld,1,1,0,88,2240,25,106.5,559.8,178,4,469,84.6,10,0,2,1.8,54,17,Spurs,7
Erik,Lamela,2,1,1,28,700,17,137.1,115.2,236,0,96,48.4,1,1,4,0.1,57,17,Spurs,7
Harry,Kane,3,23,14,242,3083,39,659.1,1318.2,1585,40,880,355.9,12,0,1,44.5,119,17,Spurs,7
Serge,Aurier,1,2,3,80,1605,22,267.6,412.2,194,4,370,87.4,6,0,0,1.5,52,17,Spurs,7
Heung-Min,Son,2,17,11,228,3119,36,1049.9,1052.2,1046,26,777,315.2,13,0,0,44.2,96,17,Spurs,7
Eric,Dier,1,0,0,77,2520,34,82.2,577,114,2,463,77.4,8,0,3,2.4,46,17,Spurs,7
Lucas,Rodrigues Moura da Silva,2,3,5,80,1397,18,258.4,322.4,298,5,238,87.7,4,0,1,1.4,64,17,Spurs,7
Paulo,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,17,Spurs,7
Bamidele,Alli,2,0,2,30,613,9,132.1,103.4,165,0,101,39.9,3,0,0,0.6,74,17,Spurs,7
Ben,Davies,1,0,2,52,1340,16,136.8,232.8,65,1,253,43.4,4,0,1,0.6,45,17,Spurs,7
Pierre-Emile,Højbjerg,2,2,4,107,3420,45,308.7,728.8,146,6,578,118.4,12,0,9,1,49,17,Spurs,7
Harry,Winks,2,0,0,19,856,16,77.6,128.2,24,0,124,22.8,1,0,5,0.1,51,17,Spurs,7
Davinson,Sánchez,1,0,0,43,1486,22,20,319.2,114,3,256,45.5,4,0,1,0.7,52,17,Spurs,7
Ryan,Sessegnon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,17,Spurs,7
Steven,Bergwijn,2,1,4,55,1202,15,190.9,161.4,180,2,129,52.8,5,0,3,0.4,70,17,Spurs,7
Gedson,Carvalho Fernandes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,17,Spurs,7
Japhet,Tanganga,1,0,0,14,487,8,29.5,68.8,40,0,81,13.8,2,0,2,0.1,49,17,Spurs,7
Giovani,Lo Celso,2,1,1,35,939,10,222.8,169.2,155,0,149,54.3,5,0,5,0.4,69,17,Spurs,7
Oliver,Skipp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,Spurs,7
Tanguy,Ndombele,2,3,3,99,2086,24,270.8,408,281,7,407,96.2,12,0,3,0.6,59,17,Spurs,7
Juan,Foyth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,17,Spurs,7
Matt,Doherty,1,0,2,47,1238,15,182.4,257.2,79,4,222,52,4,1,2,3.8,56,17,Spurs,7
Joe,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,42,17,Spurs,7
Cameron,Carter-Vickers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,17,Spurs,7
Sergio,Reguilón,1,0,6,89,2244,31,309.4,361.2,253,4,413,92.5,8,0,5,4.1,55,17,Spurs,7
Gareth,Bale,2,11,3,113,912,12,306.5,550.8,507,16,366,136.4,5,0,1,4.2,92,17,Spurs,7
Carlos Vinicius,Alves Morais,3,1,0,13,305,2,26.9,52.6,142,0,38,22,1,0,2,0.1,69,17,Spurs,7
Joe,Rodon,1,0,0,27,732,12,3.6,166.2,6,3,169,17.7,2,0,0,0.1,49,17,Spurs,7
Alfie,Devine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17,Spurs,7
Dane,Scarlett,3,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,45,17,Spurs,7
Nile,John,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,Spurs,7
Ainsley,Maitland-Niles,1,0,2,68,1714,23,128.9,218.2,142,1,273,48.8,6,0,2,0.8,46,25,West Brom,19
David,Button,0,0,0,2,90,2,0,23.4,0,0,18,2.3,0,0,0,3.6,39,25,West Brom,19
Callum,Robinson,3,5,3,79,1552,42,251.3,259,365,8,276,86.6,3,0,0,0.8,52,25,West Brom,19
Kieran,Gibbs,1,0,0,5,810,25,65.1,132,10,0,107,20.8,0,1,1,0.1,43,25,West Brom,19
Hal,Robson-Kanu,3,2,0,30,544,12,66.7,101.4,149,3,69,31.5,0,0,2,0.1,52,25,West Brom,19
Jake,Livermore,2,0,0,25,1241,35,72.7,136.8,53,0,104,25.9,1,1,2,0,47,25,West Brom,19
Kamil,Grosicki,2,0,1,8,147,5,35.2,22.4,15,0,29,7.2,0,0,0,0,52,25,West Brom,19
Matt,Phillips,2,2,1,69,1815,42,388.2,290,319,3,234,99.9,3,0,1,0.1,51,25,West Brom,19
Kyle,Bartley,1,3,1,79,2583,53,82.3,675.4,252,3,429,101,5,0,4,0.3,44,25,West Brom,19
Romaine,Sawyers,2,0,0,33,1486,42,102.4,152.4,13,0,196,26.7,1,0,2,0,46,25,West Brom,19
Ahmed El-Sayed,Hegazy,1,0,0,6,90,0,0.3,19.6,0,0,24,2,1,0,0,0.1,41,25,West Brom,19
Charlie,Austin,3,0,0,5,135,5,3.9,20,26,0,10,5,0,0,0,0.1,51,25,West Brom,19
Kenneth,Zohore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,West Brom,19
Sam,Johnstone,0,0,1,140,3330,74,10,1213.6,0,19,768,122.4,6,0,1,3,46,25,West Brom,19
Conor,Townsend,1,0,2,76,2234,36,343.8,440.2,154,8,402,93.7,6,0,0,0.1,44,25,West Brom,19
Oluwasemilogo Adesewo Ibidapo,Ajayi,1,2,1,51,2779,71,88.3,574.8,202,2,342,86.4,1,1,3,0.2,48,25,West Brom,19
Jonathan,Leko,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,West Brom,19
Kyle,Edwards,2,0,0,5,114,3,12.8,13,39,0,15,6.4,0,0,0,0,46,25,West Brom,19
Darnell,Furlong,1,1,3,79,2931,63,275,474.4,276,2,393,102.7,6,0,5,0.2,45,25,West Brom,19
Sam,Field,2,0,0,3,61,2,0.5,20,0,0,16,2,0,0,0,0,48,25,West Brom,19
Dara,O'Shea,1,0,0,41,2099,51,71.2,439.8,44,1,288,55.8,3,0,3,0.2,42,25,West Brom,19
Rekeem,Harper,2,0,0,2,30,2,2.3,6,7,0,7,1.6,0,0,0,0.3,43,25,West Brom,19
Robert,Snodgrass,2,0,0,14,528,14,56,76.4,75,0,76,20.7,0,0,2,0.1,56,25,West Brom,19
Grady,Diangana,2,1,0,39,1230,33,102.3,169.4,162,0,113,43.4,1,0,0,0.2,50,25,West Brom,19
Matheus,Pereira,2,11,7,153,2574,58,873.6,744,661,15,565,227.9,6,1,2,5,54,25,West Brom,19
Cedric,Kipre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,West Brom,19
Branislav,Ivanovic,1,0,0,20,764,19,12.7,117.8,61,0,120,19.1,2,0,2,0.1,44,25,West Brom,19
Conor,Gallagher,2,2,2,71,2530,48,320.1,437.2,276,3,322,103.2,5,0,11,0.1,55,25,West Brom,19
Filip,Krovinovic,2,0,0,17,541,11,103.6,74.4,50,0,97,22.8,1,0,0,0,49,25,West Brom,19
Karlan,Grant,3,1,0,41,1120,26,63.8,93,259,3,104,41.2,3,0,1,0,56,25,West Brom,19
Lee,Peltier,1,0,0,2,228,8,20.3,45.6,0,0,25,6.7,0,0,1,0.1,39,25,West Brom,19
Cheikh,Diaby,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,25,West Brom,19
Andy,Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,West Brom,19
Mbaye,Diagne,3,3,5,57,1188,17,130.8,180,346,3,134,65.2,4,0,2,0.3,60,25,West Brom,19
Okay,Yokuslu,2,0,1,34,1316,20,88.6,200,91,0,195,38,4,0,4,0,45,25,West Brom,19
Caleb,Taylor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,West Brom,19
Taylor,Gardner-Hickman,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,West Brom,19
Toby,King,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,West Brom,19
Tim,Iroegbunam,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,West Brom,19
Jesse,Lingard,2,9,5,106,1423,19,288.2,487,530,15,332,130.4,4,0,3,29.6,66,19,West Ham,6
Mark,Noble,2,0,0,27,701,15,88.6,80.4,7,0,132,17.6,0,0,1,0.3,45,19,West Ham,6
David,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,39,19,West Ham,6
Darren,Randolph,0,0,0,10,270,3,0,46.2,0,0,46,4.7,1,0,0,0.2,43,19,West Ham,6
Lukasz,Fabianski,0,0,0,133,3150,44,0,745.2,0,11,634,74.4,10,0,2,3.2,50,19,West Ham,6
Angelo,Ogbonna,1,3,0,100,2492,34,56.4,489.8,244,5,461,79.1,9,0,5,0.8,47,19,West Ham,6
Roberto,Jimenez Gago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,West Ham,6
Jack,Wilshere,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,West Ham,6
Aaron,Cresswell,1,0,11,153,3170,41,898.6,669.4,96,21,730,166.8,11,0,3,18.2,57,19,West Ham,6
Andriy,Yarmolenko,2,0,1,17,362,7,80.3,50.6,106,0,47,23.5,1,0,3,0.1,55,19,West Ham,6
Michail,Antonio,3,10,5,118,1972,25,349.1,517.8,1038,19,345,190.1,6,0,3,10.9,67,19,West Ham,6
Ryan,Fredericks,1,1,1,28,564,9,166.8,155.2,96,0,127,41.9,1,0,2,0.2,42,19,West Ham,6
Manuel,Lanzini,2,1,1,28,556,5,153,121.4,102,0,117,37.5,1,0,1,0.1,64,19,West Ham,6
Felipe Anderson,Pereira Gomes,2,0,0,2,2,0,0.4,2.4,2,0,8,0.5,0,0,0,0.1,61,19,West Ham,6
Sébastien,Haller,3,3,0,41,932,12,131.6,169.6,361,4,113,66.2,3,0,0,0.2,61,19,West Ham,6
Arthur,Masuaku,1,0,2,42,1006,15,200.5,187.4,62,4,209,45,4,0,2,0.4,43,19,West Ham,6
Fabián,Balbuena,1,1,0,39,1197,19,9,260.8,79,0,193,35,4,1,1,0.6,41,19,West Ham,6
Jordan,Hugill,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,West Ham,6
Jarrod,Bowen,2,8,6,141,2556,33,493.5,529.8,812,8,434,183.7,9,0,0,2.5,58,19,West Ham,6
Albian,Ajeti,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,19,West Ham,6
Declan,Rice,2,2,1,86,2880,37,343.8,561.2,303,2,520,121.3,11,0,2,1.8,47,19,West Ham,6
Tomas,Soucek,2,10,2,147,3420,47,271.1,889.8,925,16,555,208.8,11,1,7,11.2,52,19,West Ham,6
Pablo,Fornals,2,5,7,125,2571,33,441.3,491.8,631,10,430,156.5,9,0,3,0.5,58,19,West Ham,6
Issa,Diop,1,2,0,42,1379,22,17.4,375.6,48,1,234,44.3,2,0,3,0.6,43,19,West Ham,6
Ben,Johnson,1,1,0,25,516,10,63.7,98,28,0,104,18.9,1,0,1,2.2,39,19,West Ham,6
Vladimir,Coufal,1,0,9,128,3054,43,670.9,693.8,220,12,625,158.7,9,0,3,8.6,48,19,West Ham,6
Craig,Dawson,1,3,0,75,1925,25,30.2,433.6,219,3,336,68.4,7,1,3,0.9,45,19,West Ham,6
Saïd,Benrahma,2,1,6,73,1376,19,371.9,301,371,4,255,104.6,3,0,0,0.4,59,19,West Ham,6
Frederik,Alves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,West Ham,6
Ademipo,Odubeko,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,West Ham,6
Conor,Coventry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,19,West Ham,6
Jamal,Baptiste,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,West Ham,6
Nathan,Trott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,West Ham,6
John,Ruddy,0,0,0,4,91,1,0,25.4,0,0,19,2.5,0,0,0,0.2,43,20,Wolves,13
João Filipe Iria,Santos Moutinho,2,1,1,73,2526,40,726.9,478.4,113,4,446,132.2,6,1,3,0.8,51,20,Wolves,13
Rui Pedro,dos Santos Patrício,0,0,0,132,3330,51,0,763.6,0,12,626,76.1,10,0,1,4.6,53,20,Wolves,13
Ryan,Bennett,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,20,Wolves,13
Willy,Boly,1,1,1,68,1879,29,46.1,414,182,4,364,64.2,6,0,2,1.1,54,20,Wolves,13
Conor,Coady,1,1,0,106,3303,51,40.1,692.2,85,7,606,82,10,0,5,6.3,49,20,Wolves,13
Raúl,Jiménez,3,4,1,43,824,10,96.2,177.4,275,7,148,55,4,0,0,4.4,81,20,Wolves,13
Romain,Saïss,1,3,0,99,2407,40,101.2,584.6,347,11,466,103.4,8,0,2,5.8,49,20,Wolves,13
Jonathan,Castro Otto,1,0,0,16,496,4,31.8,61,14,1,58,10.8,1,0,0,0,54,20,Wolves,13
Léo,Bonatini,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,20,Wolves,13
Leander,Dendoncker,2,1,2,77,2498,33,261.4,386.4,343,2,330,99.2,11,0,4,0.6,46,20,Wolves,13
Adama,Traoré,2,2,4,94,2640,41,751,475.4,645,5,359,187.2,7,0,4,5.3,60,20,Wolves,13
Rúben Diogo,da Silva Neves,2,5,1,104,2670,42,455,697.2,445,10,502,159.9,8,0,8,1.4,51,20,Wolves,13
Oskar,Buur,1,0,0,1,22,0,0.5,0.6,0,0,2,0.1,0,0,0,1.4,39,20,Wolves,13
Daniel,Castelo Podence,2,3,2,75,1661,24,322,285.6,456,5,240,106.2,8,0,3,0.9,53,20,Wolves,13
Max,Kilman,1,0,1,58,1307,11,67.4,249.6,78,8,258,39.4,5,0,4,5.9,38,20,Wolves,13
Rúben Gonçalo,Silva Nascimento Vinagre,1,0,0,1,172,7,25.3,31.2,0,0,24,5.7,0,0,0,0.7,41,20,Wolves,13
Matija,Sarkic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,20,Wolves,13
Morgan,Gibbs-White,2,1,0,22,407,6,112.8,85,114,3,87,31.3,0,0,1,0,49,20,Wolves,13
Pedro,Lomba Neto,2,5,8,124,2549,38,1007.3,594.2,722,10,492,232.5,9,0,4,3.7,55,20,Wolves,13
Bruno André,Cavaco Jordao,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,20,Wolves,13
Leonardo,Campana,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,47,20,Wolves,13
Fabio,Silva,3,4,3,72,1352,29,166.1,238.2,758,5,198,114.9,0,0,2,1,52,20,Wolves,13
Fernando,Marçal,1,0,0,19,618,9,61.7,102.6,13,0,104,17.9,1,0,2,0.1,47,20,Wolves,13
Vitor,Ferreira,2,0,1,26,509,8,179,80,72,0,112,33.3,0,0,0,0,47,20,Wolves,13
Ki-Jana,Hoever,1,0,0,13,573,11,59.7,100.4,26,0,80,18.7,0,0,1,0,44,20,Wolves,13
Nélson,Cabral Semedo,1,1,3,109,2983,45,412.9,595.2,297,11,548,130.7,9,0,5,2.9,51,20,Wolves,13
Meritan,Shabani,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,Wolves,13
Rayan,Ait Nouri,1,1,1,54,1400,23,234.5,243.2,196,6,264,67.4,3,0,1,0.2,50,20,Wolves,13
Owen,Otasowie,2,0,1,9,185,6,25.9,38.2,34,0,33,9.8,0,0,1,0,45,20,Wolves,13
Theo,Corbeanu,2,0,0,1,8,0,15.1,9,0,0,5,2.4,0,0,0,0,44,20,Wolves,13
Taylor,Perry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,Wolves,13
Luke,Cundle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,Wolves,13
Lewis,Richards,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,Wolves,13
Christian,Marques,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,20,Wolves,13
Andreas,Söndergaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,20,Wolves,13
Patrick,Cutrone,3,0,0,2,23,0,0,0,4,0,5,0.2,0,0,0,0,59,20,Wolves,13
Nigel,Lonwijk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,Wolves,13
Willian José,Da Silva,3,1,1,40,1106,13,165.9,89.6,256,3,131,50.9,5,0,0,0.2,68,20,Wolves,13
Hugo,Bueno,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,Wolves,13
